Order,Text,AUDIOTEXT,TXTGRDTXT,StartTime,EndTime,stem,,LogFrqHAL,Close Brackets 3,Close Brackets Truncated,TDP,BUP,TDX,BUX,TDXStack,BUXStack,TDPennStack,BUPennStack,LexFunc,POS,EARLYX_SURPRISAL,Ngram Text,Ngram POS,2-gram lex,3-gram lex,2-gram pos,3-gram pos,Break Strength (post-word),Word,StartTimeCorrected,EndTimeCorrected,,TB-word,TB-arclabel,,TB-full-word,TB-full-arclabel
1551,not,not,not,"536,8883","537,1158",,,"14,77",1,1,2,2,2,1,2,6,2,14,0,RB,"4,828014645",not,RB,"3,00144176","5,60621873","2,752805408","2,449772483",2,not,536.7987758500219,537.1136454639188,,not,VMOD,,not,VMOD
1552,remember,remember,remember,"537,1158","537,5588",,,"11,87",1,1,3,2,6,3,3,8,6,15,1,VB,"7,489797465",remember,VB,"6,538750385","6,383848878","3,024658716","3,319243977",3,remember,537.1136454639188,537.542127825098,,remember,VC,,remember,VC
1553,the,the,the,"537,5588","537,6546",,,"16,96",1,1,4,2,5,4,3,9,8,16,0,minor,"2,444724351",the,DT,"5,697206341","4,383848849","2,759223373","2,786938219",2,the,537.542127825098,537.6869707320989,,the,NMOD,,the,NMOD
1554,simple,simple,simple,"537,6546","538,2532",,,"11,35",1,1,2,2,4,1,5,10,7,17,1,JJ|NN,"7,451572438",simple,JJ,"10,42158604","2,798877229","2,425519086","2,712583503",1,simple,537.6869707320989,538.2647727039921,,simple,NMOD,,simple,NMOD
1555,rules,rules,rules,"538,2532","538,6842",,,"11,29",2,2,2,3,5,2,4,12,6,18,1,NN|VB,"8,483577914",rules,NNS,"4,211772974","3,798890531","3,549579827","3,982759251",2,rules,538.2647727039921,538.6867629081838,,rules,OBJ,,rules,OBJ
1556,their,their,their,"538,6842","538,8279",,,"13,65",1,1,5,2,14,16,4,12,7,17,0,minor,"6,962864173",their,PRP$,"3,474803226","2,798877229","10,8815402","7,953991411",2,their,538.6867629081838,538.8263442834165,,their,NMOD,,their,NMOD
1557,friends,friends,friends,"538,8279","539,1751",,,"11,26",2,2,2,3,8,4,3,15,6,18,1,NN,"7,494412255",friends,NNS,"7,590306723","2,798877229","2,077151809","3,05917687",2,friends,538.8263442834165,539.2191197811641,,friends,SUB,,friends,SUB
1558,had,had,had,"539,1751","539,2829",,,"13,53",1,1,3,2,3,6,4,13,6,18,0,VB,"4,319256106",had,VBD,"2,889851551","2,798877229","3,239979451","3,274461064",2,had,539.2191197811641,539.3327325284464,,had,DEP,,had,DEP
1559,taught,taught,taught,"539,2829","539,5822",,,"9,83",1,1,3,2,9,6,5,15,6,19,1,VB,"9,406137115",taught,VBN,"9,429027143","2,798877229","4,133807321","3,191266697",2,taught,539.3327325284464,539.6865550842687,,taught,VC,,taught,VC
1560,them,them,them,"539,6301","539,9414",,,"13,59",7,7,3,8,39,58,4,17,5,20,0,minor,"5,482924506",them,PRP,"3,889844922","2,798877229","4,129189841","3,897618234",4,them,539.6865550842687,539.9397492067837,,them,OBJ,,them,OBJ
1561,such,such,such,"540,3484","540,6837",,,"12,82",1,1,5,3,3,0,3,1,4,18,0,JJ|NN|minor,"7,377370599",such,JJ,"8,349300855","2,798877229","6,708035841","4,39856499",3,such,540.3442780214574,540.6916084202921,,such,PMOD,,such,PMOD
1562,as,as,as,"540,6837","541,1746",,,"14,79",2,2,2,3,1,1,2,2,3,19,0,minor|RB,"6,152967619",as,IN,"4,706507725","2,798877229","3,225216802","2,171368333",4,as,540.6916084202921,541.1687819588781,,as,NMOD,,as,NMOD
1563,that,that,that,"541,4978","541,6326",,,"15,48",1,1,5,3,2,2,2,2,5,20,0,minor|NN,"4,43144723",that,IN,"7,376839624","4,383848849","5,712719745","5,079826004",1,that,541.5518192211445,541.6544627358964,,that,DEP,,that,DEP
1564,a,a,a,"541,6326","541,7105",,,"16,18",1,1,4,2,7,3,4,4,7,21,0,minor|NN,"4,26040826",a,DT,"8,051024931","4,383848849","1,448510136","1,28155003",1,a,541.6544627358964,541.7713215616725,,a,NMOD,,a,NMOD
1565,red,red,red,"541,7105","542,0007",,,"11,55",,,2,2,7,4,4,6,7,22,1,JJ|NN,"9,061243228",red-hot,JJ,"11,17526508","3,798890531","2,425519086","2,414520182",1,red,541.7713215616725,542.0245156841875,,red-hot,NMOD,,red-hot,NMOD
1566,hot,hot,hot,"542,0007","542,3",,,"10,85",1,1,2,2,7,1,4,7,7,22,1,JJ|VB,0,,,0,0,0,0,2,hot,542.0245156841875,542.2679715712211,,,,,,
1567,poker,poker,poker,"542,3718","542,755",,,"8,42",2,2,2,3,1,1,3,8,5,23,1,NN,"8,434291026",poker,NN,"1,889851537","2,798877229","1,281995168","0,5156330008",3,poker,542.2679715712211,542.7905902087201,,poker,SUB,,poker,SUB
1568,will,will,will,"542,755","542,9944",,,"14,35",1,1,3,2,3,5,4,5,5,22,0,VB|NN,"6,622369656",will,MD,"1,889851537","2,798877229","6,440354875","6,578879276",2,will,542.7905902087201,543.1184441365921,,will,SBAR,,will,SBAR
1569,burn,burn,burn,"542,9944","543,4015",,,"9,43",1,1,3,2,11,8,4,8,6,23,1,VB|NN,"8,739456429",burn,VB,"6,889844965","2,798877229","0,7819087911","0,3453974737",1,burn,543.1184441365921,543.4268215935014,,burn,VC,,burn,VC
1570,you,you,you,"543,4015","543,5811",,,"15,43",2,2,3,3,4,4,3,9,5,24,0,minor,"3,864752538",you,PRP,"2,889851551","2,798877229","2,453014685","2,343135269",3,you,543.4268215935014,543.6248323816221,,you,OBJ,,you,OBJ
1571,if,if,if,"543,5811","543,7367",,,"14,65",1,1,3,2,10,15,2,5,5,25,0,minor,"5,259034838",if,IN,"10,57283342","2,798877229","4,592565591","3,449423695",2,if,543.6248323816221,543.7709059138423,,if,VMOD,,if,VMOD
1572,you,you,you,"543,7367","543,9044",,,"15,43",2,2,4,3,2,1,2,6,5,26,0,minor,"3,327474319",you,PRP,"1,885964881","2,798877229","2,127761383","2,013829215",2,you,543.7709059138423,543.9072412105811,,you,SUB,,you,SUB
1573,hold,hold,hold,"543,9044","544,1577",,,"11,17",1,1,3,2,4,1,4,7,6,27,1,VB|NN,"9,184274592",hold,VBP,"10,57283342","7,499319113","2,544058768","3,214437146",1,hold,543.9072412105811,544.1896500395402,,hold,SBAR,,hold,SBAR
1574,it,it,it,"544,1577","544,3157",,,"15,37",2,2,3,3,13,11,3,10,5,28,0,minor|NN,"3,842199108",it,PRP,"3,073733559","2,798877229","2,434401922","2,943025654",2,it,544.1896500395402,544.325985336279,,it,OBJ,,it,OBJ
1575,too,too,too,"544,3157","544,5256",,,"12,87",1,1,3,2,7,7,2,11,5,29,1,RB|NN,"6,941008398",too,RB,"8,968541471","3,798890531","3,987177415","3,448892187",1,too,544.325985336279,544.4980274964495,,too,VMOD,,too,VMOD
1576,long,long,long,"544,5256","544,946",,,"12,52",9,0,2,10,1,12,1,12,4,30,1,JJ|RB|NN|VB,"6,630478157",long,JJ,"6,590306709","3,798890531","3,1155666","3,084858696",4,long,544.4980274964495,544.8648343662469,,long,AMOD,,long,AMOD
1577,and,and,and,"545,2094","545,401",,,"16,19",1,1,3,3,2,0,2,1,2,22,0,minor,"2,429031249",and,CC,"4,706009436","2,798877229","3,984951723","3,085978186",1,and,545.2655016039022,545.4109596375978,,and,DEP,,and,DEP
1578,that,that,that,"545,401","545,5327",,,"15,48",1,1,3,2,2,1,2,2,3,23,0,minor|NN,"4,982036212",that,IN,"6,052552989","3,798890531","3,958210202","4,505597514",1,that,545.4109596375978,545.5343106203616,,that,PMOD,,that,PMOD
1579,if,if,if,"545,5327","545,6524",,,"14,65",1,1,5,3,3,1,3,3,6,25,0,minor,"7,203580572",if,IN,"6,531741117","6,499319098","5,712719745","5,813606701",2,if,545.5343106203616,545.6966145450507,,if,VMOD,,if,VMOD
1580,you,you,you,"545,6524","545,7721",,,"15,43",2,2,4,3,2,1,3,4,6,26,0,minor,"3,377898242",you,PRP,"1,885964881","1,324867972","2,127761383","2,351941701",2,you,545.6966145450507,545.8361959202833,,you,SUB,,you,SUB
1581,cut,cut,cut,"545,7721","546,0475",,,"11,5",1,1,3,2,4,1,5,5,7,27,1,VB|NN,"8,1452171",cut,VBD,"10,57283342","7,499319113","1,639557543","1,219911654",2,cut,545.8361959202833,546.0179763159351,,cut,SBAR,,cut,SBAR
1582,your,your,your,"546,0475","546,1912",,,"14,35",1,1,4,2,15,11,6,8,9,28,0,minor,"5,826738569",your,PRP$,"4,211772974","2,798877229","5,418529793","5,432481891",2,your,546.0179763159351,546.1672959266491,,your,NMOD,,your,NMOD
1583,finger,finger,finger,"546,1912","546,5623",,,"10,53",2,2,2,3,4,3,5,10,8,29,1,NN|VB,"6,923462196",finger,NN,"7,844035591","2,798877229","0,6543633619","0,695339345",3,finger,546.1672959266491,546.689914564148,,finger,OBJ,,finger,OBJ
1584,very,very,very,"546,5623","547,0532",,,"13,28",1,1,2,2,7,9,4,9,7,29,1,RB|JJ,"8,634339737",very,NN,"4,211772974","2,798877229","5,577849464","4,581769325",2,very,546.689914564148,547.1119047683396,,VERY,VMOD,,VERY,VMOD
1585,deeply,deeply,deeply,"547,0532","547,4722",,,"8,98",2,2,2,3,1,1,3,10,6,30,1,RB,"8,711572425",deeply,RB,"9,06976062","2,798877229","4,144902561","3,100980013",1,deeply,547.1119047683396,547.4780957677829,,deeply,AMOD,,deeply,AMOD
1586,with,with,with,"547,4722","547,6689",,,"14,97",1,1,3,2,3,3,4,9,6,29,0,minor|JJ,"4,555673657",with,IN,"3,889844922","2,798877229","3,092296493","3,093366154",2,with,547.4780957677829,547.6793526343973,,with,VMOD,,with,VMOD
1587,a,a,a,"547,6689","547,7237",,,"16,18",1,1,3,2,5,4,4,10,6,30,0,minor|NN,"2,896466381",a,DT,"2,746400731","2,798877229","1,448510136","1,5749095",1,a,547.6793526343973,547.7410281257792,,a,NMOD,,a,NMOD
1588,knife,knife,knife,"547,7237","548,0989",,,"8,87",6,6,2,7,4,3,3,12,5,31,1,NN|VB,"8,16109534",knife,NN,"11,17526508","7,553765514","1,118174284","0,8243397787",3,knife,547.7410281257792,548.1208193095517,,knife,PMOD,,knife,PMOD
1589,it,it,it,"548,0989","548,2146",,,"15,37",2,2,4,4,13,20,2,6,3,27,0,minor|NN,"4,33784499",it,PRP,"2,889851551","2,798877229","3,664584978","3,719363572",2,it,548.1208193095517,548.2311859783404,,it,SUB,,it,SUB
1590,usually,usually,usually,"548,2146","548,6576",,,"11,57",2,2,3,3,5,3,2,8,2,28,1,RB,"9,917778676",usually,RB,"11,10660083","2,798877229","3,987177415","4,362189878",2,usually,548.2311859783404,548.7440663803579,,usually,VMOD,,usually,VMOD
1591,bleeds,bleeds,bleeds,"548,6576","549,2682",,,"6,25",12,0,4,14,19,28,2,11,1,29,1,VB,"9,600270193",bleeds,VBZ,"2,889851551","2,798877229","8,058067418","5,33641173",4,bleeds,548.7440663803579,549.3023918812884,,bleeds,SBAR,,bleeds,SBAR
1592,and,and,and,"549,8548","549,9638",,,"16,19",,,0,0,2,0,2,1,1,1,0,minor,"3,562051231",and,CC,"1,889851537","2,798877229","6,451018264","4,059163597",2,and,549.8556248081516,549.9880988997018,,and,VMOD,,and,VMOD
1593,she,she,she,"549,9638","550,1434",,,"13,1",2,2,4,3,6,3,3,3,2,1,0,minor,"3,631348714",she,PRP,"3,971630792","2,798877229","2,434661032","1,965611429",1,she,549.9880988997018,550.1828636093287,,she,SUB,,she,SUB
1594,had,had,had,"550,1434","550,2625",,,"13,53",1,1,3,2,3,1,4,4,2,2,0,VB,"3,993820245",had,VBD,"3,208294901","6,107298364","1,639557543","0,9806863245",1,had,550.1828636093287,550.3646440049805,,had,VMOD,,had,VMOD
1595,never,never,never,"550,2625","550,6211",,,"12,62",2,2,4,3,7,6,3,6,3,3,0,RB|NN,"5,958415466",never,RB,"4,370660795","3,323356524","2,752805408","2,449772483",2,never,550.3646440049805,550.6535449909271,,never,VMOD,,never,VMOD
1596,forgotten,forgotten,forgotten,"550,6211","551,2317",,,"9,31",1,1,2,2,7,4,3,9,2,4,1,VB|JJ,"8,17454168",forgotten,VBN,"7,444440861","5,968807182","4,59864472","2,74808827",3,forgotten,550.6535449909271,551.250823433783,,forgotten,VC,,forgotten,VC
1597,that,that,that,"551,2317","551,4352",,,"15,48",1,1,3,2,5,4,3,10,3,5,0,minor|NN,"3,922589129",that,DT,"2,336770455","2,798877229","3,07673326","3,13894633",2,that,551.250823433783,551.4466727539851,,that,VMOD,,that,VMOD
1598,if,if,if,"551,4352","551,5789",,,"14,65",1,1,5,3,2,1,3,11,5,7,0,minor,"7,045960896",if,IN,"6,531741117","3,798890531","6,034880331","4,60276391",2,if,551.4466727539851,551.6349453066246,,if,VMOD,,if,VMOD
1599,you,you,you,"551,5789","551,7226",,,"15,43",2,2,4,3,2,1,3,12,5,8,0,minor,"3,314142171",you,PRP,"1,885964881","1,324867972","2,127761383","1,653519607",2,you,551.6349453066246,551.8232178592639,,you,SUB,,you,SUB
1600,drink,drink,drink,"551,7226","552,0818",,,"9,9",1,1,3,2,4,1,5,13,6,9,1,VB|NN,"8,862320132",drink,VBP,"10,57283342","7,499319113","2,544058768","3,214437146",2,drink,551.8232178592639,552.164056101111,,drink,SBAR,,drink,SBAR
1601,much,much,much,"552,1177","552,441",,,"13,09",2,2,3,3,13,11,4,16,5,10,1,JJ|RB,"5,806891247",much,RB,"4,697206326","2,798877229","2,422429693","2,290951101",3,much,552.164056101111,552.4334806160949,,much,VMOD,,much,VMOD
1602,from,from,from,"552,441","552,5777",,,"14,45",1,1,3,2,3,1,5,17,5,11,0,minor,"6,854388121",from,IN,"7,56226965","2,798877229","3,092296493","4,335348699",0,from,552.4334806160949,552.5633237558462,,from,AMOD,,from,VMOD
1603,a,a,a,"552,5777","552,6448",,,"16,18",1,1,4,2,5,4,5,18,6,12,0,minor|NN,"2,862790497",a,DT,"7,019134407","2,798877229","1,448510136","1,5749095",1,a,552.5633237558462,552.6509678751784,,a,NMOD,,a,NMOD
1604,bottle,bottle,bottle,"552,6448","553,0276",,,"9,83",2,2,2,3,5,3,5,20,5,13,1,NN|VB,"6,579899884",bottle,NN,"9,037205724","2,798877229","1,118174284","0,8243397787",1,bottle,552.6509678751784,553.0275129804571,,bottle,PMOD,,bottle,PMOD
1605,marked,marked,marked,"553,0276","553,4188",,,"9,64",1,1,3,2,2,1,5,21,5,13,1,VB,"8,266402243",marked,VBN,"5,211772988","3,798890531","6,729860908","6,377570434",2,marked,553.0275129804571,553.4559953416364,,marked,NMOD,,marked,NMOD
1606,poison,poison,poison,"553,4188","553,9256",,,"8,54",8,0,3,9,1,1,4,22,4,14,1,NN|VB,"10,75963079",poison,NN,"1,933903626","2,798877229","4,977211645","5,814071771",3,poison,553.4559953416364,553.981860057629,,poison,OBJ,,poison,OBJ
1607,it,it,it,"554,3207","554,4193",,,"15,37",2,2,4,4,15,35,2,4,2,9,0,minor|NN,"4,510911798",it,PRP,"3,474803226","4,383848849","3,664584978","4,966083186",2,it 's,554.3670684001938,554.5196340894016,,it,SUB,,it,SUB
1608,is,’s,'s,"554,4193","554,501",,,"15,68",1,1,3,2,3,1,3,5,2,10,0,VB,"4,858846768",is,VBZ,"4,758761654","2,798877229","4,123077494","3,914726163",,,,,,is,SBAR,,is,SBAR
1609,almost,almost,almost,"554,501","554,9552",,,"11,62",1,1,3,2,7,6,2,7,3,11,1,RB,"7,679137954",almost,RB,"8,76022336","7,25831323","2,664408901","2,171368333",2,almost,554.5196340894016,554.8604723312487,,almost,AMOD,,almost,AMOD
1610,certain,certain,certain,"554,9552","555,3384",,,"11,31",1,1,2,2,2,1,2,8,2,12,1,JJ|RB|NN,"7,724115287",certain,JJ,"4,47480324","2,798877229","3,1155666","1,717649428",3,certain,554.8604723312487,555.37659881176,,certain,PRD,,certain,PRD
1611,to,to,to,"555,3384","555,4701",,,"16,35",1,1,4,2,5,3,2,10,2,13,0,minor,"3,619664131",to,TO,"3,474803226","2,798877229","4,490183767","3,189070903",0,to,555.37659881176,555.4804733235611,,to,VMOD,,to,VMOD
1612,disagree,disagree,disagree,"555,4701","556,0208",,,"10,15",1,1,3,2,6,3,3,12,4,14,1,VB,"9,965125798",disagree,VB,"11,39368186","2,798877229","0,7199282567","0,1742796424",1,disagree,555.4804733235611,556.048537059973,,disagree,AMOD,,disagree,AMOD
1613,with,with,with,"556,0208","556,1884",,,"14,97",1,1,3,2,9,6,4,14,4,15,0,minor|JJ,"4,802114098",with,IN,"1,889851537","2,798877229","3,102631012","2,695339374",2,with,556.048537059973,556.2627782405626,,with,VMOD,,with,VMOD
1614,you,you,you,"556,1884","556,3561",,,"15,43",3,3,3,4,4,4,3,15,3,16,0,minor,"3,361032394",you,PRP,"5,732385559","2,798877229","2,127761383","1,897106628",3,you,556.2627782405626,556.3926213803138,,you,PMOD,,you,PMOD
1615,sooner,sooner,sooner,"556,3561","556,7631",,,"8,91",1,1,4,3,7,9,2,14,3,17,1,RB,"9,558237245",sooner,RB,"10,57283342","4,798890545","3,987177415","4,214430516",2,sooner,556.3926213803138,556.7857107349176,,sooner,DEP,,sooner,PMOD
1616,or,or,or,"556,7631","556,8589",,,"14,78",1,1,2,2,2,1,2,15,2,18,0,minor,"4,6552963",or,CC,"2,889851551","2,798877229","4,428728098","4,307245187",0,or,556.7857107349176,556.9317842671379,,or,DEP,,or,DEP
1617,later,later,later,"556,8589","557,415",,,"11,59",11,0,3,13,1,16,1,16,1,19,1,RB|JJ,"9,879222181",later,RB,"8,156629025","2,798877229","3,116921946","1,875912727",4,later,556.9317842671379,557.3862352562674,,later,DEP,,later,DEP
1618,however,However,However,"558,8105","559,2535",,,"12,35",2,2,5,3,3,0,3,1,6,1,0,RB|minor,"8,099623126",however,RB,"6,969006512","6,969006512","3,875029123","3,875029123",3,however,558.7936459548362,559.2477945586378,,However,VMOD,,However,VMOD
1619,this,this,this,"559,2535","559,5169",,,"14,99",1,1,4,3,6,3,4,3,5,3,0,minor|NN,"5,02970303",this,DT,"6,211773003","6,499319098","4,276716668","2,795860918",2,this,559.2477945586378,559.5529259370534,,this,NMOD,,this,NMOD
1620,bottle,bottle,bottle,"559,5169","559,8401",,,"9,83",2,2,2,3,4,3,3,5,4,4,1,NN|VB,"6,585328364",bottle,NN,"6,817892003","2,798877229","1,118174284","1,110377719",1,bottle,559.5529259370534,559.8450730014937,,bottle,SUB,,bottle,SUB
1621,was,was,was,"559,8401","560,031",,,"14,56",1,1,3,2,3,3,4,4,5,4,0,VB,"3,273148192",was,VBD,"3,073733559","3,798890531","3,51898487","3,557386358",1,was,559.8450730014937,560.049575946602,,was,ROOT,,was,ROOT
1622,not,not,not,"560,031","560,3789",,,"14,77",1,1,2,2,7,6,3,6,4,5,0,RB,"8,077197207",not,RB,"4,94003927","3,798890531","2,752805408","2,757775012",2,not,560.049575946602,560.3125083045984,,NOT,VMOD,,NOT,VMOD
1623,marked,marked,marked,"560,3789","560,7422",,,"9,64",1,1,4,2,8,5,3,9,10,6,1,VB,"8,338510902",marked,VBN,"9,079693185","6,383848878","4,59864472","2,74808827",2,marked,560.3125083045984,560.6825612528895,,marked,VC,,marked,VC
1624,poison,poison,poison,"560,7422","561,4924",,,"8,54",3,3,3,4,1,1,2,10,9,7,1,NN|VB,"10,95868815",poison,NN,"1,933903626","2,798877229","4,977211645","7,518619515",4,poison,560.6825612528895,561.2764372465681,,poison,OBJ,,poison,OBJ
1625,so,so,so,"561,4924","561,6946",,,"14,05",1,1,5,3,2,10,2,2,10,8,0,RB|minor,"5,156208422",so,IN,"3,474803226","4,383848849","2,064794236","1,767554754",2,so,561.5416974273762,561.7494464509783,,so,VMOD,,so,VMOD
1626,Alice,Alice,Alice,"561,6946","562,1389",,,"8,65",2,2,2,3,5,3,2,4,9,9,1,NN,"4,785083365",alice,NNP,"4,664418896","2,798877229","4,975749997","4,467196025",2,Alice,561.7494464509783,562.1876670476389,,Alice,SUB,,Alice,SUB
1627,ventured,ventured,ventured,"562,1389","562,4981",,,"6,39",1,1,2,2,7,5,2,6,8,9,1,VB,"8,84164751",ventured,VBD,"6,861874331","5,383848863","2,136793706","2,951403557",2,ventured,562.1876670476389,562.5252592109922,,ventured,SBAR,,ventured,SBAR
1628,to,to,to,"562,4981","562,6059",,,"16,35",1,1,4,2,17,12,2,11,8,10,0,minor,"3,718853262",to,TO,"0,2325289872","0,5637046223","3,905258668","3,610238234",2,to,562.5252592109922,562.6843170571876,,to,VMOD,,to,VMOD
1629,taste,taste,taste,"562,6059","563,0488",,,"9,89",1,1,3,2,6,3,3,13,8,11,1,NN|VB,"9,18754739",taste,VB,"11,39368186","4,798890545","0,7199282567","0,8866724375",1,taste,562.6843170571876,563.0608621624663,,taste,VMOD,,taste,VMOD
1630,it,it,it,"563,0488","563,1925",,,"15,37",6,6,3,7,8,23,2,14,7,12,0,minor|NN,"3,471388023",it,PRP,"2,889851551","2,798877229","2,453014685","2,653519621",4,it,563.0608621624663,563.1809670667362,,it,OBJ,,it,OBJ
1631,and,and,and,"563,6355","563,8151",,,"16,19",1,1,3,3,2,0,2,1,5,10,0,minor,"2,520912769",and,CC,"4,825864601","2,798877229","5,214995258","4,513570141",1,and,563.6841092332725,563.7875253608919,,and,VMOD,,and,VMOD
1632,finding,finding,finding,"563,8151","564,2581",,,"10,39",1,1,5,3,10,7,2,4,4,12,1,VB|NN,"8,593649764",finding,VBG,"11,64139804","7,191210282","4,455735373","4,294090352",1,finding,563.7875253608919,564.2614528209841,,finding,VMOD,,finding,VMOD
1633,it,it,it,"564,2581","564,4616",,,"15,37",2,2,4,3,8,6,2,6,4,13,0,minor|NN,"3,829590499",it,PRP,"3,474803226","2,798877229","3,444075391","3,533103064",2,it,564.2614528209841,564.4075263532043,,it,SUB,,it,SUB
1634,very,very,very,"564,4616","564,9046",,,"13,28",1,1,3,2,11,7,2,10,5,14,1,RB|JJ,"5,299031831",very,RB,"8,565691251","2,798877229","3,987177415","2,975447673",2,very,564.4075263532043,564.9139145982343,,very,AMOD,,very,AMOD
1635,nice,nice,nice,"564,9046","565,5512",,,"11,64",1,1,2,2,1,11,1,11,4,15,1,JJ,"8,728169081",nice,JJ,"9,06976062","4,383848849","3,1155666","3,084858696",3,nice,564.9139145982343,565.5371616690404,,nice,AMOD,,nice,AMOD
1636,it,it,it,"565,7547","565,8978",,,"15,37",2,2,5,3,5,2,2,2,4,16,0,minor|NN,"4,591675442",it,PRP,"4,47480324","2,798877229","4,335846988","3,420390044",2,it,565.79809078895,565.8954731437634,,it,SUB,,it,SUB
1637,had,had,had,"565,8978","566,2935",,,"13,53",1,1,3,2,4,1,4,3,7,17,1,VB,"4,068652817",had,VBD,"5,130717943","2,798877229","1,639557543","1,650536515",3,had,565.8954731437634,566.2720182490422,,had,AMOD,,had,AMOD
1638,in,in,in,"566,2935","566,4731",,,"15,9",1,1,5,3,8,7,4,4,6,19,0,minor|RB|JJ,"3,981039231",in,IN,"9,429027143","6,886356941","3,245693167","3,166598059",2,in,566.2720182490422,566.4992437436069,,in,VMOD,,in,VMOD
1639,fact,fact,fact,"566,4731","566,928",,,"12,13",4,4,3,5,10,8,3,7,5,20,1,NN,"9,120304255",fact,NN,"6,4955321","2,798877229","3,785237406","3,633724266",3,fact,566.4992437436069,567.0510770875499,,fact,PMOD,,fact,PMOD
1640,a,a,a,"567,0358","567,0991",,,"16,18",1,1,5,3,14,14,3,7,5,21,0,minor|NN,"4,380465564",a,DT,"4,889844936","5,120818597","4,899777501","4,431418859",2,a,567.0510770875499,567.1180144825295,,a,NMOD,,a,NMOD
1641,sort,sort,sort,"567,0991","567,3948",,,"11,28",2,2,2,3,5,3,3,9,4,22,1,NN|VB,"5,88040318",sort,NN,"7,51792191","2,798877229","1,118174284","1,457123896",0,sort,567.1180144825295,567.4134076254637,,sort,OBJ,,sort,OBJ
1642,of,of,of,"567,3948","567,5147",,,"16,21",1,1,3,2,3,1,4,10,4,22,0,minor,"4,076165596",of,IN,"0,416480091","0,5637046223","2,064794236","1,877723178",2,of,567.4134076254637,567.527020372746,,of,NMOD,,of,NMOD
1643,mixed,mixed,mixed,"567,5746","567,9697",,,"9,62",1,1,5,2,12,8,5,13,16,23,1,VB|JJ,"10,8575914",mixed,VBN,"10,88137411","6,70577693","9,800186169","10,47912183",2,mixed,567.527020372746,567.974979204888,,mixed,NMOD,,mixed,NMOD
1644,flavor,flavor,flavor,"567,9697","568,5008",,,"7,2",2,2,2,3,2,1,5,14,15,24,1,NN|VB,"10,7016597",flavour,NN,"2,889851551","2,798877229","4,977211645","2,644141818",3,flavor,567.974979204888,568.556027255275,,flavour,PMOD,,flavour,PMOD
1645,of,of,of,"568,5008","568,6042",,,"16,21",1,1,3,2,3,1,6,15,15,24,0,minor,"3,50824004",of,IN,"1,889851537","2,798877229","2,064794236","1,767554754",2,of,568.556027255275,568.7183311799641,,of,NMOD,,of,NMOD
1646,cherry,cherry,cherry,"568,6761","569,2029",,,"8,38",,,3,5,12,9,6,18,14,25,1,NN|JJ,"11,25857069",cherry-tart,JJ,"10,88137411","2,798877229","4,785237421","4,666511711",2,cherry,568.7183311799641,569.2636723669195,,cherry-tart,NMOD,,cherry-tart,NMOD
1647,tart,tart,tart,"569,2029","569,6937",,,"6,35",4,4,3,5,12,9,5,19,15,25,1,JJ|NN|VB,0,,,0,0,0,0,3,tart,569.2636723669195,569.6824164926175,,,,,,
1648,custard,custard,custard,"570,1966","570,9509",,,"6,25",2,2,4,4,10,15,4,15,12,25,1,NN,"9,874266457",custard,JJ,"1,889851537","2,798877229","3,786167546","4,016377163",3,custard,570.2240521014085,570.9351004058894,,custard,NMOD,,custard,NMOD
1649,pineapple,pineapple,pineaple,"570,9509","571,9327",,,"6,46",2,2,4,4,5,3,4,17,10,27,1,NN,"8,710790534",pine-apple,JJ,"1,889851537","2,798877229","3,786167546","3,337740473",3,pineapple,570.9351004058894,571.8838846814546,,pine-apple,NMOD,,pine-apple,NMOD
1650,roast,roast,roast,"571,9327","572,3278",,,"7,3",1,1,4,3,6,3,5,19,9,29,1,NN|VB,"8,80318282",roast,NN,"1,889851537","2,798877229","1,281995168","0,705457938",2,roast,571.8838846814546,572.376829856498,,roast,NMOD,,roast,NMOD
1651,turkey,turkey,turkey,"572,3278","572,8186",,,"9,53",2,2,2,3,1,1,4,20,8,30,1,NN,"8,438204393",turkey,CD,"1,889851537","2,798877229","8,025313207","7,957811629",2,turkey,572.376829856498,572.8669877090591,,turkey,NMOD,,turkey,NMOD
1652,tofee,toffee,toffee,"572,8186","573,3835",,,"12,9180065",2,2,4,4,5,4,4,21,6,31,1,,"7,411416301",toffee,JJ,"1,889851537","2,798877229","4,90030901","4,518619472",2,toffee,572.8669877090591,573.3863602680643,,toffee,NMOD,,toffee,NMOD
1653,and,and,and,"573,3835","573,549",,,"16,19",1,1,3,3,2,1,4,22,4,33,0,minor,"0,35690087",and,CC,"1,889851537","2,798877229","3,984951723","3,64415512",1,and,573.3863602680643,573.5648945852223,,and,NMOD,,and,NMOD
1654,hot,hot,hot,"573,549","573,8124",,,"10,85",1,1,3,2,2,1,4,23,5,34,1,JJ|VB,"5,778329711",hot,JJ,"11,64139804","2,798877229","4,998870617","2,290951101",1,hot,573.5648945852223,573.8732720421316,,hot,NMOD,,hot,NMOD
1655,buttered,buttered,buttered,"573,8124","574,1795",,,"5,75",1,1,2,2,2,1,4,24,4,35,1,VB|JJ,"7,387714075",buttered,JJ,"4,211772974","2,798877229","3,786167546","3,175441032",1,buttered,573.8732720421316,574.1913877345222,,buttered,NMOD,,buttered,NMOD
