Order,Text,AUDIOTEXT,TXTGRDTXT,StartTime,EndTime,stem,,LogFrqHAL,Close Brackets 3,Close Brackets Truncated,TDP,BUP,TDX,BUX,TDXStack,BUXStack,TDPennStack,BUPennStack,LexFunc,POS,EARLYX_SURPRISAL,Ngram Text,Ngram POS,2-gram lex,3-gram lex,2-gram pos,3-gram pos,Break Strength (post-word),Word,StartTimeCorrected,EndTimeCorrected,,TB-word,TB-arclabel,,TB-full-word,TB-full-arclabel
103,suddenly,suddenly,suddenly,"53,0946","53,8222",sudden,,"9,96",2,2,4,3,2,1,2,2,3,17,1,RB,"7,858849056",suddenly,RB,"5,615719444","2,798877229","4,400624586","3,866524987",,,,,,suddenly,VMOD,,suddenly,NMOD
104,a,a,a,"54,1335","54,2497",a,,"16,18",1,1,4,2,3,1,3,3,5,18,0,minor|NN,"3,501071962",a,DT,"3,452247334","1,910895952","4,276716668","2,117347139",1,a,54.18076272651331,54.25563594265168,,a,NMOD,,a,NMOD
105,white,White,White,"54,2497","54,6244",white,,"11,92",1,1,2,2,6,3,4,5,4,19,1,JJ|NN,"6,224123507",white,NNP,"9,037205724","3,798890531","2,752831983","2,782802419",2,white,54.25563594265168,54.559808383213806,,White,NMOD,,White,NMOD
106,rabbit,Rabbit,Rabbit,"54,6244","55,0314",rabbit,,"8,66",2,2,2,3,1,1,3,6,3,20,1,NN|VB,"4,855922249",rabbit,NNP,"0,4489021093","3,798890531","2,614672994","1,836019692",2,rabbit,54.559808383213806,55.03712513609592,,Rabbit,SUB,,Rabbit,SUB
107,with,with,with,"55,0314","55,1991",with,,"14,97",1,1,3,2,3,2,4,6,3,19,0,minor|JJ,"5,333973308",with,IN,"4,872504472","4,785370298","3,86589382","3,776234981",1,with,55.03712513609592,55.29450181657157,,with,NMOD,,with,NMOD
108,pink,pink,pink,"55,1991","55,5702",pink,,"9,48",1,1,3,2,11,8,4,9,3,20,1,JJ|NN,"11,23036808",pink,JJ,"9,389695515","4,383848849","4,785237421","4,384214261",1,pink,55.29450181657157,55.593994681125054,,pink,NMOD,,pink,NMOD
109,eyes,eyes,eyes,"55,5702","56,0042",eye,,"10,97",4,4,2,5,5,2,3,11,2,21,1,NN|VB,"4,889862532",eyes,NNS,"1,889851537","2,798877229","3,549579827","1,957499281",3,eyes,55.593994681125054,56.00579736988609,,eyes,PMOD,,eyes,PMOD
110,ran,ran,ran,"56,0042","56,2167",run,,"10,34",1,1,3,2,9,17,4,4,3,19,1,VB,"6,575220964",ran,VBD,"6,747832539","2,798877229","3,239979451","2,989369873",2,ran,56.00579736988609,56.249135322335796,,ran,SBAR,,ran,SBAR
111,close,close,close,"56,2167","56,6238",close,,"11,35",2,2,3,3,17,15,2,8,2,20,1,VB,"8,065365061",close,NN,"5,889844951","2,798877229","5,807560792","4,985250711",1,close,56.249135322335796,56.674976739122776,,close,VMOD,,close,VMOD
112,by,by,by,"56,6238","56,8274",by,,"14,4",14,0,7,18,1,9,1,9,2,21,0,minor|RB,"5,684294722",by,IN,"3,452247334","2,798877229","2,064794236","1,693322949",1,by,56.674976739122776,56.90895553955519,,by,VMOD,,by,VMOD
113,,her,her,"56,8274","57,1506",,,,,,,,,,,,,,,,"3,703798546",her,PRP,"5,584692636","3,798890531","2,127761383","2,421403217",4,her,56.90895553955519,57.147613915996246,,her,PMOD,,her,PMOD
114,there,There,There,"58,5275","58,6912",there,,"14,09",2,2,6,3,5,2,2,2,8,1,0,minor|RB,"6,083259788",there,EX,"5,762548666","5,762548666","5,762548666","5,762548666",1,there,58.55441942174103,58.699486278009125,,There,SUB,,There,SUB
115,was,was,was,"58,6912","58,8627",is,,"14,56",1,1,3,2,4,1,4,3,9,2,0,VB,"3,266066538",was,VBD,"1,501518143","1,100979985","0,8897983718","0,9083347306",1,was,58.699486278009125,58.88666931835505,,was,VMOD,,was,VMOD
116,nothing,nothing,nothing,"58,8627","59,2339",nothing,,"11,99",2,2,4,3,18,15,2,8,9,3,1,NN,"8,568157941",nothing,NN,"6,75610414","3,692987463","5,807560792","2,748676251",2,nothing,58.88666931835505,59.26571497505555,,nothing,PRD,,nothing,PRD
117,so,so,so,"59,2339","59,5274",so,,"14,05",1,1,3,2,11,9,2,10,10,4,0,RB|minor,"5,081779958",so,RB,"6,977311332","4,798890545","4,144902561","2,586406708",1,so,59.26571497505555,59.52777123153985,,so,AMOD,,so,AMOD
118,very,very,very,"59,5274","60,1079",very,,"13,28",1,1,2,2,2,1,2,11,9,5,1,RB|JJ,"8,135340409",very,JJ,"4,664418896","2,798877229","3,1155666","4,756336646",1,very,59.52777123153985,60.12207738463817,,VERY,AMOD,,VERY,AMOD
119,remarkable,remarkable,remarkable,"60,1079","60,8321",remark,,"8,36",3,3,2,4,2,1,2,12,8,6,1,JJ,"9,954518208",remarkable,JJ,"9,06976062","5,383848863","3,786167546","5,803175847",1,remarkable,60.12207738463817,60.84741166597863,,remarkable,PRD,,remarkable,NMOD
120,at,in,in,"60,8321","60,9939",at,,"14,5",1,1,3,2,3,1,3,13,8,4,0,minor,"4,369288094",in,IN,"2,889851551","2,798877229","3,225216802","6,301896912",1,in,60.84741166597863,61.02523555430726,,in,VMOD,,in,VMOD
121,that,that,that,"60,9939","61,365",that,,"15,48",5,5,3,6,8,23,2,14,7,5,0,minor|NN,"4,435818152",that,DT,"5,509251649","2,798877229","1,448510136","2,050686008",4,that,61.02523555430726,61.31536926684345,,that,PMOD,,that,PMOD
122,nor,nor,nor,"61,8799","62,1019",nor,,"10,91",1,1,4,3,2,0,2,1,5,3,0,minor|NN,"10,8271541",nor,CC,"10,18905107","5,79889056","8,494303016","7,130717971",1,nor,61.89880940447288,62.154043935326214,,nor,VMOD,,nor,VMOD
123,did,did,did,"62,1019","62,263",did,,"12,85",1,1,3,2,3,1,3,2,6,4,0,VB,"6,002637795",did,VBD,"3,474803226","2,798877229","2,718755645","4,059163597",0,did,62.154043935326214,62.30379036760296,,did,VMOD,,did,VMOD
124,Alice,Alice,Alice,"62,263","62,6701",Alice,,"8,65",2,2,3,3,4,4,2,3,5,5,1,NN,"4,788248996",alice,NNP,"8,156629025","2,798877229","3,807560763","7,053084512",1,Alice,62.30379036760296,62.729631784389944,,Alice,SUB,,Alice,SUB
125,think,think,think,"62,6701","62,8616",think,,"13,39",1,1,3,2,9,5,3,6,7,6,1,VB|NN,"6,736545464",think,VB,"10,51921751","2,798877229","6,30199657","8,451483363",2,think,62.729631784389944,62.87937821666669,,think,ROOT,,think,ROOT
126,it,it,it,"62,8616","62,9597",it,,"15,37",2,2,3,3,7,6,2,8,6,7,0,minor|NN,"3,670719305",it,PRP,"3,960435894","2,798877229","2,453014685","2,133621265",1,it,62.87937821666669,62.9776493128483,,it,OBJ,,it,OBJ
127,so,so,so,"62,9597","63,1923",so,,"14,05",1,1,3,2,6,3,3,10,7,8,0,RB|minor,"5,233383449",so,RB,"7,204464775","4,798890545","3,987177415","3,388034464",1,so,62.9776493128483,63.23502599332395,,so,VMOD,,so,VMOD
128,very,very,very,"63,1923","63,5321",very,,"13,28",1,1,2,2,2,1,3,11,6,9,1,RB|JJ,"7,965701103",very,JJ,"4,664418896","5,120818597","3,1155666","3,084858696",1,very,63.23502599332395,63.55323716191203,,VERY,AMOD,,VERY,AMOD
129,much,much,much,"63,5321","63,8434",much,,"13,09",2,2,2,3,1,1,2,12,5,10,1,JJ|RB,"6,607851707",much,RB,"3,859416061","5,383848863","5,689499467","4,943959145",1,much,63.55323716191203,63.86208917848281,,much,AMOD,,much,AMOD
130,out,out,out,"63,8434","64,0133",out,,"13,9",1,1,3,2,6,5,3,12,5,9,0,minor|JJ,"6,341879281",out,IN,"7,56226965","6,120818611","3,092296493","2,615553305",0,out,63.86208917848281,63.98843773071631,,out,VMOD,,out,VMOD
131,of,of,of,"64,0133","64,1188",of,,"16,21",1,1,3,2,6,4,4,13,5,10,0,minor,"3,343245917",of,IN,"1,612168246","2,798877229","5,712719745","5,826462563",1,of,63.98843773071631,64.08202925088928,,of,PMOD,,of,PMOD
132,the,the,the,"64,1188","64,2146",the,,"16,96",1,1,4,2,5,4,4,14,6,11,0,minor,"1,887906337",the,DT,"1,98173939","1,751466656","1,448510136","1,28155003",1,the,64.08202925088928,64.25985313921791,,the,NMOD,,the,NMOD
133,way,way,way,"64,2146","64,5259",way,,"13,1",2,2,2,3,4,3,3,16,5,12,1,NN,"4,882386201",way,NN,"7,086237354","7,337175803","1,118174284","0,8243397787",3,way,64.25985313921791,64.58742345982329,,way,PMOD,,way,PMOD
134,to,to,to,"64,5259","64,6916",to,,"16,35",1,1,5,2,16,16,2,17,5,12,0,minor,"3,684851527",to,TO,"3,960435894","6,383848878","4,870046245","5,33318946",0,to,64.58742345982329,64.75096972620821,,to,VMOD,,to,VMOD
135,hear,hear,hear,"64,6916","64,8611",hear,,"11,41",1,1,3,2,6,3,3,19,5,13,1,VB|NN,"6,89454852",hear,VB,"7,736338682","4,798890545","0,7199282567","0,6619572895",1,hear,64.75096972620821,64.8773182784417,,hear,NMOD,,hear,NMOD
136,the,the,the,"64,8611","64,9688",the,,"16,96",1,1,4,2,11,8,3,22,6,14,0,minor,"2,475921268",the,DT,"1,795076929","4,798890545","2,759223373","2,592977481",1,the,64.8773182784417,64.94283234256278,,the,NMOD,,the,NMOD
137,rabbit,Rabbit,Rabbit,"64,9688","65,3171",rabbit,,"8,66",2,2,2,3,4,3,2,24,5,15,1,NN|VB,"5,384847187",rabbit,NNP,"6,278909169","5,120818597","2,752831983","4,344849413",2,rabbit,64.94283234256278,65.29848011922006,,Rabbit,SUB,,Rabbit,SUB
138,say,say,say,"65,3171","65,5555",say,,"12,79",1,1,3,2,4,3,4,23,9,15,1,VB|NN,"6,747344892",say,VB,"5,275354692","4,718234131","6,30199657","7,53689012",1,say,65.29848011922006,65.57925467973895,,say,VMOD,,say,VMOD
139,to,to,to,"65,5555","65,7485",to,,"16,35",1,1,3,2,14,11,4,26,9,16,0,minor,"3,983104272",to,TO,"5,02136007","3,798890531","4,447264456","5,146629978",1,to,65.57925467973895,65.74303984004163,,to,VMOD,,to,VMOD
140,itself,itself,itself,"65,7485","66,3098",itself,,"11,24",3,3,3,4,4,4,3,27,8,17,0,minor|NN,"6,935232738",itself,PRP,"7,491545801","1,910895952","2,993495708","3,171368348",3,itself,65.74303984004163,66.29990938507078,,itself,PMOD,,itself,PMOD
141,oh,Oh,oh,"66,8647","66,9946",oh,,"11,64",1,1,3,2,12,10,4,28,8,17,0,minor|NN,"6,594791982",oh,UH,"5,697206341","5,120818597","11,46291084","7,566986788",1,oh,66.88953596216047,67.02992324241991,,Oh,NMOD,,Oh,NMOD
142,dear,dear,dear,"66,9946","67,3754",dear,,"10,29",2,2,2,3,1,1,3,29,7,18,1,JJ|NN|minor,"6,667178022",dear,UH,"2,493296385","2,798877229","7,84549724","1,059176842",4,dear,67.02992324241991,67.39493017109447,,dear,OBJ,,dear,OBJ
143,oh,Oh,Oh,"67,7106","67,8303",oh,,"11,64",1,1,4,3,2,2,3,29,7,19,0,minor|NN,"5,143826004",oh,UH,"5,862073632","5,862073632","4,669435007","4,669435007",1,oh,67.7458983717431,67.85670096066936,,Oh,NMOD,,Oh,NMOD
144,dear,dear,dear,"67,8303","68,1656",dear,,"10,29",2,2,2,3,1,1,2,30,6,20,1,JJ|NN|minor,"6,662447346",dear,VB,"2,493296385","4,132212796","3,39374818","3,860678393",4,dear,67.85670096066936,68.17491212925744,,dear,ROOT,,dear,ROOT
145,I,I,I,"68,3664","68,4313",I,,"15,79",2,2,6,4,5,5,2,30,6,20,0,minor|NN,"3,282339229",i,PRP,"3,311889228","3,311889228","2,088240405","2,088240405",2,I,68.39485220166391,68.45568668977634,,I,SUB,,I,SUB
146,shall,shall,shall,"68,4313","68,6325",shall,,11,1,1,3,2,3,1,3,31,6,20,0,VB,"6,035433332",shall,MD,"5,088894868","4,359000827","2,904501254","2,392818026",1,shall,68.45568668977634,68.67094718617416,,shall,ROOT,,shall,ROOT
147,be,be,be,"68,6325","68,7773",be,,"14,95",1,1,3,2,7,6,2,33,7,21,0,VB,"4,4912838",be,VB,"3,992791474","3,324884611","0,7819087911","0,7785038148",1,be,68.67094718617416,68.8300527704682,,be,VC,,be,VC
148,too,,,,,too,,"12,87",1,1,3,2,8,5,2,36,7,22,1,RB|NN,0,,,0,0,0,0,,,,,,,,,,
149,late,late,late,"68,7773","69,1713",late,,"10,92",2,2,2,3,1,37,1,37,6,23,1,JJ|RB,"8,61343278",late,JJ,"9,099292561","4,383848849","4,643191775","4,393748195",4,late,68.8300527704682,69.18570054712546,,late,PRD,,late,PRD
150,when,when,when,"70,1197","70,2399",when,,"13,76",2,2,5,4,3,0,3,1,6,24,0,minor,"4,950961813",when,WRB,"7,084476732","7,084476732","4,647078431","4,647078431",2,when,70.13700119558246,70.25867017180731,,when,VMOD,,when,VMOD
151,she,she,she,"70,2399","70,4203",she,,"13,1",2,2,4,3,3,1,4,2,6,24,0,minor,"4,209850432",she,PRP,"2,020303653","2,909829627","1,093186741","1,500249166",2,she,70.25867017180731,70.39437787605812,,she,SUB,,she,SUB
152,thought,thought,thought,"70,4203","70,6616",think,,"12,07",1,1,3,2,4,1,6,3,7,25,1,VB|NN,"4,928990554",thought,VBD,"4,945254697","7,046806068","1,639557543","1,138946301",1,thought,70.39437787605812,70.6845115885943,,thought,SBAR,,thought,SBAR
153,it,it,it,"70,6616","70,7839",it,,"15,37",2,2,3,3,15,13,4,7,6,26,0,minor|NN,"3,652533077",it,PRP,"3,040972704","1,586406693","3,83357146","3,521044465",1,it,70.6845115885943,70.80618056481916,,it,OBJ,,it,OBJ
154,over,over,over,"70,7839","71,1109",over,,"13,02",1,1,3,2,3,1,5,8,6,27,0,minor|RB|NN,"6,163807739",over,RP,"7,449290876","3,49586425","6,508720155","4,197854095",1,over,70.80618056481916,71.1103530053813,,over,VMOD,,over,VMOD
155,afterwards,afterwards,afterwards,"71,1109","71,7814",afterward,,"8,92",2,2,4,3,11,19,2,3,6,28,1,RB,"9,718575864",afterwards,RB,"7,211773017","4,798890545","3,712254646","3,749626337",2,afterwards,71.1103530053813,71.77485279860936,,afterwards,PMOD,,afterwards,VMOD
156,it,it,it,"71,7814","71,8771",it,,"15,37",2,2,5,3,5,5,2,3,6,29,0,minor|NN,"4,278917639",it,PRP,"2,889851551","2,798877229","3,631830767","4,643690065",1,it,71.77485279860936,71.87780347079962,,it,SUB,,it,SUB
157,occured,occurred,occurred,"71,8771","72,2722",occur,,"9,388",1,1,3,2,10,8,2,5,6,30,1,,"8,516624823",occurred,VBD,"8,968541471","2,798877229","1,639557543","1,450426889",1,occured,71.87780347079962,72.32704276762985,,occurred,VMOD,,occurred,VMOD
158,to,to,to,"72,2722","72,392",to,,"16,35",1,1,3,2,7,4,4,6,6,31,0,minor,"3,740646994",to,TO,"0,7518054787","1,325934311","3,905258668","3,634986599",0,to,72.32704276762985,72.41127513578552,,to,VMOD,,to,VMOD
159,her,her,her,"72,392","72,6122",her,,"13,3",15,0,3,16,4,4,3,7,5,32,0,minor,"4,062610394",her,PRP,"4,697903931","1,325934311","2,993495708","2,296063548",1,her,72.41127513578552,72.60781732814874,,her,PMOD,,her,PMOD
160,that,that,that,"72,6122","72,7871",that,,"15,48",1,1,3,2,14,13,3,8,5,20,0,minor|NN,"5,201421552",that,IN,"7,706009479","5,133275827","4,592565591","1,985675875",3,that,72.60781732814874,72.76224333643414,,that,VMOD,,that,VMOD
161,she,she,she,"72,9873","73,2091",she,,"13,1",2,2,4,3,2,1,3,9,5,21,0,minor,"3,194402822",she,PRP,"3,256256898","1,325934311","2,127761383","2,013829215",1,she,73.01033998588973,73.22560048228755,,she,SUB,,she,SUB
162,ought,ought,ought,"73,2091","73,4456",ought,,"9,63",1,1,3,2,4,1,5,10,5,22,0,VB,"7,129394403",ought,MD,"8,8655617","7,843271548","2,904501254","3,150307324",1,ought,73.22560048228755,73.49701589078914,,ought,SBAR,,ought,SBAR
163,to,to,to,"73,4456","73,616",to,,"16,35",1,1,4,2,18,15,3,15,5,23,0,minor,"3,355548292",to,TO,"0,2238358335","3,798890531","5,396605067","5,389927992",0,to,73.49701589078914,73.63272359503995,,to,VMOD,,to,VMOD
164,have,have,have,"73,616","73,8527",have,,"14,92",1,1,3,2,2,1,3,16,5,24,0,VB|NN,"4,605155927",have,VB,"6,045842694","2,909829627","0,7199282567","0,00144341762",1,have,73.63272359503995,73.85734324345506,,have,VMOD,,have,VMOD
165,wondered,wondered,wondered,"73,8527","74,1879",wonder,,"9,12",1,1,3,2,7,4,3,19,5,25,1,VB,"10,97661718",wondered,VBD,"8,349300855","6,258313215","5,839584179","6,197854124",1,wondered,73.85734324345506,74.19427271607773,,wondered,VC,,wondered,VC
166,at,at,at,"74,1879","74,4274",at,,"14,5",1,1,3,2,6,4,4,20,5,26,0,minor,"4,637712514",at,IN,"1,889851537","2,798877229","3,245693167","5,644155149",2,at,74.19427271607773,74.37209660440638,,at,VMOD,,at,VMOD
167,this,this,this,"74,4274","74,7506",this,,"14,99",22,0,3,23,13,36,3,21,4,27,0,minor|NN,"4,448255692",this,DT,"4,407434539","2,798877229","1,448510136","1,255200496",3,this,74.37209660440638,74.78389929316742,,this,PMOD,,this,PMOD
168,but,but,but,"74,7506","74,8823",but,,"14,57",1,1,3,3,2,0,2,1,2,3,0,minor,"6,636453883",but,CC,"6,817892003","6,120818611","8,494303016","7,130717971",1,but,74.78389929316742,74.95553674203576,,but,VMOD,,but,VMOD
169,at,at,at,"74,8823","75,1098",at,,"14,5",1,1,4,2,7,3,4,3,4,4,0,minor,"5,774949911",at,IN,"5,633392102","3,798890531","3,958210202","2,643683392",2,at,74.95553674203576,75.09124444628657,,at,VMOD,,at,VMOD
170,the,the,the,"75,1098","75,2056",the,,"16,96",1,1,3,2,5,4,4,4,4,5,0,minor,"1,949763906",the,DT,"1,82247287","4,798890545","1,448510136","1,470929829",2,the,75.09124444628657,75.26438875860654,,the,NMOD,,the,NMOD
171,time,time,time,"75,2056","75,6851",time,,"13,58",3,3,2,4,4,3,3,6,3,6,1,NN|VB,"4,778596035",time,NN,"6,970767134","8,705776958","1,118174284","0,8243397787",1,time,75.26438875860654,75.69958932741083,,time,PMOD,,time,PMOD
172,it,it,it,"75,6851","75,7934",it,,"15,37",2,2,4,3,8,10,3,4,3,5,0,minor|NN,"4,09838597",it,PRP,"5,839285205","6,499319098","3,664584978","3,719363572",1,it,75.69958932741083,75.81657872762705,,it,SUB,,it,SUB
173,all,all,all,"75,7934","75,9449",all,,"14,35",3,3,3,4,1,1,2,5,2,6,0,minor|RB,"6,421471119",all,DT,"7,449290876","3,798890531","5,556024397","6,615586582",2,all,75.81657872762705,75.98972303994702,,all,SUB,,all,SUB
174,seemed,seemed,seemed,"75,9449","76,2544",seem,,"10,54",1,1,3,2,4,3,2,6,2,6,1,VB,"6,952841944",seemed,VBD,"9,389695515","4,798890545","5,793874448","1,908334745",2,seemed,75.98972303994702,76.25645887243998,,seemed,ROOT,,seemed,ROOT
175,quite,quite,quite,"76,2544","76,4986",quite,,"11,95",1,1,3,2,5,4,2,7,2,7,1,RB|JJ,"5,758218631",quite,RB,"4,10384353","2,798877229","2,752805408","2,701883572",2,quiet,76.25645887243998,76.52787428094158,,quite,NMOD,,quite,NMOD
176,natural,natural,natural,"76,4986","77,1165",natural,,"10,72",4,4,3,6,11,19,3,9,1,8,1,JJ|NN,"7,863671528",natural,JJ,"5,533169531","1,910895952","3,1155666","2,404132513",4,natural,76.52787428094158,77.1315395860572,,natural,NMOD,,natural,NMOD
177,but,but,but,"78,0858","78,2135",but,,"14,57",1,1,3,2,2,0,2,1,6,1,0,minor,"4,051057143",but,CC,"3,889844922","3,798890531","3,984951723","3,085978186",2,but,78.10774646532771,78.21823103933897,,but,VMOD,,but,VMOD
178,when,when,when,"78,2135","78,4319",when,,"13,76",2,2,5,4,3,1,3,2,5,3,0,minor,"6,317038252",when,WRB,"7,152675916","2,798877229","5,543201754","6,103112735",1,when,78.21823103933897,78.42881195972814,,when,VMOD,,when,VMOD
179,the,the,the,"78,4319","78,534",the,,"16,96",1,1,4,2,3,1,4,3,7,4,0,minor,"2,305838388",the,DT,"3,098305861","3,798890531","3,47460391","5,644155149",1,the,78.42881195972814,78.58323796801354,,the,NMOD,,the,NMOD
180,rabbit,Rabbit,Rabbit,"78,534","79,0369",rabbit,,"8,66",2,2,2,3,4,3,3,5,6,5,1,NN|VB,"5,383441619",rabbit,NNP,"6,278909169","3,49586425","2,752831983","1,664408887",2,rabbit,78.58323796801354,78.93420616866216,,Rabbit,SUB,,Rabbit,SUB
181,actually,actually,actually,"79,0369","79,5397",actual,,"12,19",2,2,3,3,6,5,4,5,5,5,1,RB,"11,07854257",actually,RB,"7,413414052","7,191210282","3,881672979","4,042454299",2,actually,78.93420616866216,79.51447359373454,,actually,VMOD,,actually,VMOD
182,took,took,took,"79,5397","79,9109",take,,"11,38",1,1,5,2,7,3,6,7,13,6,1,VB|NN,"9,382547772",took,VBD,"1,889851537","2,798877229","3,683054898","1,924276678",2,took,79.51447359373454,80.0151882266599,,TOOK,SBAR,,TOOK,SBAR
183,a,a,a,"80,0067","80,1788",a,,"16,18",1,1,3,2,13,11,5,10,13,7,0,minor|NN,"7,193589319",a,DT,"3,933893689","2,798877229","2,245693153","1,884629466",1,a,80.0151882266599,80.14621635490205,,A,NMOD,,A,NMOD
184,watch,watch,watch,"80,1788","80,737",watch,,"10,95",2,2,2,3,4,3,4,12,12,8,1,VB|NN,"9,20565213",watch,NNP,"9,037205724","4,383848849","2,752831983","1,624721812",2,watch,80.14621635490205,80.86219148422524,,WATCH,NMOD,,WATCH,NMOD
185,out,out,out,"80,8328","81,0529",out,,"13,9",1,1,3,2,8,7,4,13,12,8,0,minor|JJ,"8,585786827",out,NNP,"2,751805508","3,798890531","2,614672994","1,836019692",1,out,80.86219148422524,81.08620541644078,,OUT,OBJ,,OUT,OBJ
186,of,of,of,"81,0529","81,2163",of,,"16,21",1,1,3,2,3,1,5,14,12,9,0,minor,"8,501261338",of,IN,"1,612168246","1,325934311","3,86589382","3,776234981",1,of,81.08620541644078,81.20699941001249,,OF,NMOD,,OF,NMOD
187,its,its,its,"81,2163","81,4118",it,,"12,87",1,1,3,2,13,11,5,16,12,10,0,minor,"9,93240891",its,NNP,"5,992957599","3,296056919","4,975749997","4,384214261",1,its,81.20699941001249,81.40832273263202,,ITS,NMOD,,ITS,NMOD
188,wastecoast,waistcoat,waistcoat,"81,4118","82,006",waistcoat,,"4,078",,,2,6,6,4,5,18,11,11,1,,"9,509584973",waistcoat-pocket,NNP,"7,722751997","5,79889056","2,614672994","3,825864587",2,waistcoat,81.40832273263202,82.1375605456761,,WAISTCOAT-POCKET,PMOD,,WAISTCOAT-POCKET,PMOD
189,pocket,pocket,pocket,"82,006","82,7608",pocket,,"9,28",5,5,2,6,6,4,4,19,11,11,1,NN|VB,0,,,0,0,0,0,3,pocket,82.1375605456761,82.74841310220806,,,,,,
190,and,and,and,"83,2584","83,3688",and,,"16,19",1,1,3,3,7,21,3,6,9,8,0,minor,"2,532415477",and,CC,"2,889851551","2,798877229","3,819619362","3,383915273",0,and,83.28286655880055,83.38129129430342,,and,VMOD,,and,VMOD
191,looked,looked,looked,"83,3688","83,6943",look,,"11,07",1,1,3,2,11,7,4,9,9,9,1,VB,"6,572460844",looked,VBD,"6,293558872","2,798877229","2,718755645","3,571305237",1,looked,83.38129129430342,83.70788246210844,,looked,VMOD,,looked,VMOD
192,at,at,at,"83,6943","83,9073",at,,"14,5",1,1,3,2,12,8,5,12,9,10,0,minor,"4,630618103",at,IN,"1,405833326","0,6535195922","3,245693167","2,456638909",1,at,83.70788246210844,83.88683652665914,,at,VMOD,,at,VMOD
193,it,it,it,"83,9073","84,1014",it,,"15,37",5,5,3,6,4,4,4,13,8,11,0,minor|NN,"2,890311423",it,PRP,"4,9220012","3,412317758","2,127761383","2,633710964",4,it,83.88683652665914,84.14184606864387,,it,PMOD,,it,PMOD
194,and,and,and,"84,5084","84,614",and,,"16,19",1,1,3,3,7,13,3,8,6,8,0,minor,"2,542007854",and,CC,"4,825864601","5,60621873","5,214995258","3,973424633",1,and,84.51002044952638,84.61739288825679,,and,VMOD,,and,VMOD
195,then,then,then,"84,614","84,7718",then,,"13,47",2,2,3,3,2,1,3,9,5,9,0,RB|JJ,"6,021345441",then,RB,"4,70860054","4,718234131","3,116921946","2,92744249",1,then,84.61739288825679,84.78292539796618,,then,VMOD,,then,VMOD
196,hurried,hurried,hurried,"84,7718","85,1623",hurry,,"6,41",1,1,3,2,10,7,3,12,5,10,1,VB,"7,626772837",hurried,VBN,"8,444440875","7,843271548","4,59864472","6,65491821",1,hurried,84.78292539796618,85.1766243399777,,hurried,VMOD,,hurried,VMOD
197,on,on,on,"85,1623","85,6698",on,,"15,08",6,6,3,7,10,8,2,15,4,11,0,minor|JJ,"3,873852124",on,RP,"5,349300811","2,798877229","3,598677925","4,505597514",4,on,85.1766243399777,85.67322186910589,,on,VMOD,,on,VMOD
198,Alice,Alice,Alice,"86,0888","86,5678",Alice,,"8,65",2,2,4,4,5,16,2,4,2,5,1,NN,"4,239989901",alice,NNP,"9,48231087","2,798877229","7,127296386","6,344583688",1,Alice,86.1385024369377,86.60464337896423,,Alice,SUB,,Alice,SUB
199,started,started,started,"86,5678","86,9868",start,,"11,5",1,1,4,2,7,5,2,6,7,6,1,VB,"10,04960867",started,VBD,"10,51921751","2,798877229","2,136793706","1,228645003",1,started,86.60464337896423,87.00729002420329,,started,VMOD,,started,VMOD
200,to,to,to,"86,9868","87,1784",to,,"16,35",1,1,3,2,12,8,3,9,7,7,0,minor,"3,722672608",to,TO,"2,889851551","2,798877229","3,905258668","3,610238234",1,to,87.00729002420329,87.19519179198151,,to,VMOD,,to,VMOD
